#anchorwave proali -i ./Udiv/Udiv.scaffold_1.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_1.fa -a ./Udiv-Lelegans/Udiv.scaffold_1.cds.to.Lelegans.chrom_1.liftover.sam -as ./Udiv/Udiv.scaffold_1.cds.fa -ar ./Udiv/Udiv.scaffold_1.cds.ref.sam -s ./Lelegans/Lelegans_chrom_1.fa -n ./Udiv-Lelegans/Udiv.scaffold_1.cds.to.Lelegans.chrom_1.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
scaffold_6	146648282	146671501	Hic_chr_8	43169431	43198293	-	mRNA32838	1	0.909259
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_6.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_6.fa -a ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_9.liftover.sam -as ./Udiv/Udiv.scaffold_6.cds.fa -ar ./Udiv/Udiv.scaffold_6.cds.ref.sam -s ./Lelegans/Lelegans_chrom_9.fa -n ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_9.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_6.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_6.fa -a ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_10.liftover.sam -as ./Udiv/Udiv.scaffold_6.cds.fa -ar ./Udiv/Udiv.scaffold_6.cds.ref.sam -s ./Lelegans/Lelegans_chrom_10.fa -n ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_10.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_6	25022942	25025508	Hic_chr_10	8426282	8427622	+	mRNA30297	1	0.497175
scaffold_6	25047135	25067899	Hic_chr_10	8456977	8486555	+	mRNA30298	1	0.667692
scaffold_6	25153678	25158245	Hic_chr_10	8568888	8577382	+	mRNA30300	1	0.843012
scaffold_6	31370901	31380949	Hic_chr_10	24059092	24067166	+	mRNA30439	1	1
scaffold_6	70410153	70411034	Hic_chr_10	26733519	26734400	+	mRNA31219	1	0.9701
scaffold_6	74480884	74511691	Hic_chr_10	31935324	31964824	+	mRNA31295	1	0.886531
scaffold_6	79258212	79284228	Hic_chr_10	35652516	35668001	+	mRNA31394	1	0.976908
scaffold_6	79287089	79287495	Hic_chr_10	35669252	35669667	+	mRNA31395	1	0.742857
scaffold_6	79437485	79453782	Hic_chr_10	35684678	35700742	+	mRNA31397	1	0.993289
scaffold_6	79939485	79940784	Hic_chr_10	36038536	36039835	+	mRNA31411	1	0.903297
scaffold_6	80151122	80151369	Hic_chr_10	36164516	36164782	+	mRNA31414	1	0.620155
scaffold_6	80241564	80241676	Hic_chr_10	36237571	36237688	+	mRNA31416	1	0.339339
scaffold_6	80356985	80357256	Hic_chr_10	36302596	36302911	+	mRNA31422	1	0.606897
scaffold_6	80620204	80692037	Hic_chr_10	36555081	36593187	+	mRNA31435	1	0.204374
scaffold_6	80723303	80760357	Hic_chr_10	36617310	36634367	+	mRNA31436	1	0.707447
scaffold_6	80773111	80793580	Hic_chr_10	36636495	36663637	+	mRNA31440	1	0.64537
scaffold_6	80893168	80908552	Hic_chr_10	36778850	36793498	+	mRNA31442	1	0.917235
scaffold_6	81289549	81302926	Hic_chr_10	37000326	37013882	+	mRNA31447	1	0.516411
scaffold_6	81429399	81474004	Hic_chr_10	37111745	37133910	+	mRNA31449	1	0.814691
scaffold_6	81573965	81599854	Hic_chr_10	37171525	37196537	+	mRNA31453	1	0.769874
scaffold_6	81608770	81633676	Hic_chr_10	37197234	37207992	+	mRNA31454	1	0.877124
scaffold_6	81685949	81719702	Hic_chr_10	37232805	37245540	+	mRNA31457	1	0.583752
#block end
#block begin
scaffold_6	112719258	112719453	Hic_chr_10	52455311	52455536	+	mRNA32159	2	0.806584
scaffold_6	112739232	112779648	Hic_chr_10	52511738	52556603	+	mRNA32160	2	0.975643
scaffold_6	112782410	112839927	Hic_chr_10	52559800	52606084	+	mRNA32161	2	0.958159
scaffold_6	112851938	112893718	Hic_chr_10	52606500	52624829	+	mRNA32164	2	0.760638
scaffold_6	112913454	112914186	Hic_chr_10	52639459	52640268	+	mRNA32166	2	0.892677
scaffold_6	120365328	120425257	Hic_chr_10	65278066	65335795	+	mRNA32332	2	0.653858
scaffold_6	120445573	120457598	Hic_chr_10	65423252	65428316	+	mRNA32333	2	0.655346
scaffold_6	120475977	120490632	Hic_chr_10	65445412	65462290	+	mRNA32335	2	0.905119
#block end
#block begin
scaffold_6	131867493	131910099	Hic_chr_10	45868677	45899046	+	mRNA32568	3	0.446125
scaffold_6	132375789	132465186	Hic_chr_10	46208606	46252250	+	mRNA32574	3	0.902339
scaffold_6	132666665	132709612	Hic_chr_10	46370983	46410273	+	mRNA32591	3	0.894273
scaffold_6	132837833	132838590	Hic_chr_10	46465737	46466497	+	mRNA32592	3	0.703704
scaffold_6	132883428	132899446	Hic_chr_10	46486140	46503618	+	mRNA32595	3	0.909804
scaffold_6	132904235	132911918	Hic_chr_10	46514124	46517880	+	mRNA32596	3	0.700375
#block end
#block begin
scaffold_6	82104527	82133113	Hic_chr_10	44496194	44533739	-	mRNA31481	4	0.7222
scaffold_6	82270423	82303570	Hic_chr_10	44376377	44393285	-	mRNA31486	4	0.684375
scaffold_6	82490331	82494148	Hic_chr_10	44216036	44219841	-	mRNA31491	4	0.98586
scaffold_6	83680156	83777863	Hic_chr_10	44043279	44078984	-	mRNA31542	4	0.824533
scaffold_6	84201287	84229503	Hic_chr_10	43702287	43717748	-	mRNA31553	4	0.443599
scaffold_6	84923475	84952066	Hic_chr_10	43408330	43413120	-	mRNA31562	4	0.633333
#block end
#block begin
scaffold_6	122531170	122558572	Hic_chr_10	50478221	50499003	-	mRNA32376	5	0.989957
scaffold_6	122600192	122620790	Hic_chr_10	50413430	50426899	-	mRNA32377	5	0.644546
scaffold_6	122621376	122655842	Hic_chr_10	50353664	50385857	-	mRNA32378	5	0.637576
scaffold_6	122659711	122671308	Hic_chr_10	50326186	50344917	-	mRNA32379	5	0.993211
scaffold_6	122720249	122750971	Hic_chr_10	50123478	50141665	-	mRNA32383	5	0.516793
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_6.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_6.fa -a ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_11.liftover.sam -as ./Udiv/Udiv.scaffold_6.cds.fa -ar ./Udiv/Udiv.scaffold_6.cds.ref.sam -s ./Lelegans/Lelegans_chrom_11.fa -n ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_11.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_6	86761311	86769125	Hic_chr_11	54975450	54981338	-	mRNA31596	1	0.578885
scaffold_6	87414866	87432901	Hic_chr_11	52655643	52668215	-	mRNA31608	1	0.14988
scaffold_6	87780636	87790834	Hic_chr_11	30101942	30106816	-	mRNA31622	1	0.431468
scaffold_6	87835381	87857285	Hic_chr_11	30074425	30086519	-	mRNA31625	1	0.839342
scaffold_6	87897068	87954275	Hic_chr_11	29956198	29997958	-	mRNA31626	1	0.990909
scaffold_6	87956037	87994376	Hic_chr_11	29933116	29955384	-	mRNA31628	1	0.931373
scaffold_6	95640968	95641868	Hic_chr_11	16387213	16388109	-	mRNA31782	1	0.955483
#block end
#block begin
scaffold_6	3200601	3221303	Hic_chr_11	60270959	60281620	+	mRNA29808	2	0.924585
scaffold_6	65970108	66016267	Hic_chr_11	84205822	84234782	+	mRNA31122	2	0.971705
scaffold_6	66364467	66380420	Hic_chr_11	84785257	84795730	+	mRNA31136	2	0.966469
scaffold_6	68937234	68985128	Hic_chr_11	95020571	95034007	+	mRNA31188	2	0.897914
scaffold_6	69299757	69392540	Hic_chr_11	95339206	95420557	+	mRNA31197	2	0.85958
#block end
#block begin
scaffold_6	134190734	134208502	Hic_chr_11	96871931	96878781	+	mRNA32617	3	0.773186
scaffold_6	134276520	134337532	Hic_chr_11	96915785	96950039	+	mRNA32619	3	0.587841
scaffold_6	134780101	134819479	Hic_chr_11	96987345	97085083	+	mRNA32630	3	0.73095
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_6.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_6.fa -a ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_12.liftover.sam -as ./Udiv/Udiv.scaffold_6.cds.fa -ar ./Udiv/Udiv.scaffold_6.cds.ref.sam -s ./Lelegans/Lelegans_chrom_12.fa -n ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_12.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_6	22528028	22576464	Hic_chr_12	68538793	68573826	+	mRNA30236	1	0.841715
scaffold_6	63297822	63356196	Hic_chr_12	89678207	89895544	+	mRNA31045	1	0.35034
scaffold_6	108977158	109008296	Hic_chr_12	127602723	127617024	+	mRNA32067	1	0.861514
scaffold_6	109094874	109113122	Hic_chr_12	127916114	127923575	+	mRNA32071	1	0.253288
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_6.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_6.fa -a ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_13.liftover.sam -as ./Udiv/Udiv.scaffold_6.cds.fa -ar ./Udiv/Udiv.scaffold_6.cds.ref.sam -s ./Lelegans/Lelegans_chrom_13.fa -n ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_13.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_6	45702618	45734558	Hic_chr_13	27678109	27718029	+	mRNA30707	1	0.876598
scaffold_6	112750580	112778157	Hic_chr_13	38878922	38930696	+	mRNA32160	1	0.651331
scaffold_6	112782413	112798438	Hic_chr_13	38934983	38944388	+	mRNA32161	1	0.611576
scaffold_6	112851971	112881530	Hic_chr_13	38996377	39009001	+	mRNA32164	1	0.320035
scaffold_6	161468430	161505046	Hic_chr_13	43281125	43291939	+	mRNA33068	1	0.14042
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_6.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_6.fa -a ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_14.liftover.sam -as ./Udiv/Udiv.scaffold_6.cds.fa -ar ./Udiv/Udiv.scaffold_6.cds.ref.sam -s ./Lelegans/Lelegans_chrom_14.fa -n ./Udiv-Lelegans/Udiv.scaffold_6.cds.to.Lelegans.chrom_14.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_6	167654252	167699258	Hic_chr_14	85682581	85718632	+	mRNA33183	1	0.456557
scaffold_6	167712840	167733119	Hic_chr_14	85731017	85743002	+	mRNA33184	1	0.650118
scaffold_6	167760702	167761442	Hic_chr_14	85756939	85757679	+	mRNA33185	1	0.945946
scaffold_6	167783156	167818892	Hic_chr_14	85772898	85800005	+	mRNA33186	1	0.834089
scaffold_6	167848088	167878610	Hic_chr_14	85808212	85810418	+	mRNA33188	1	0.745455
scaffold_6	167930572	167937240	Hic_chr_14	85826779	85830017	+	mRNA33189	1	0.885417
scaffold_6	168033980	168043218	Hic_chr_14	86004179	86013531	+	mRNA33191	1	0.724919
scaffold_6	168070794	168155053	Hic_chr_14	86096211	86129108	+	mRNA33193	1	0.676075
scaffold_6	168333124	168346887	Hic_chr_14	86275157	86280659	+	mRNA33200	1	0.750916
scaffold_6	168463089	168788124	Hic_chr_14	86343197	86522028	+	mRNA33202	1	0.549608
#block end
#block begin
scaffold_6	139558811	139576867	Hic_chr_14	22400721	22405092	-	mRNA32720	2	0.895833
scaffold_6	140414027	140414305	Hic_chr_14	21813025	21813302	-	mRNA32741	2	0.805797
scaffold_6	140671188	140751951	Hic_chr_14	21529433	21577284	-	mRNA32746	2	0.508502
scaffold_6	141603067	141674018	Hic_chr_14	20921461	20961049	-	mRNA32755	2	0.460298
scaffold_6	141904074	142002739	Hic_chr_14	20605730	20684873	-	mRNA32759	2	0.309186
scaffold_6	142390901	142493657	Hic_chr_14	20077966	20148379	-	mRNA32763	2	0.97714
scaffold_6	142496152	142499233	Hic_chr_14	20069281	20074088	-	mRNA32764	2	0.299807
#block end
#block begin
scaffold_6	143490826	143523808	Hic_chr_14	26942999	26959700	+	mRNA32778	3	0.959551
scaffold_6	143531146	143531508	Hic_chr_14	26968300	26968662	+	mRNA32779	3	0.902985
scaffold_6	143910213	143985022	Hic_chr_14	27294416	27350152	+	mRNA32792	3	0.869504
scaffold_6	144414581	144537319	Hic_chr_14	27611711	27653836	+	mRNA32795	3	0.849642
scaffold_6	144555891	144658045	Hic_chr_14	27664890	27697757	+	mRNA32796	3	0.577143
#block end
#block begin
scaffold_6	145287104	145322669	Hic_chr_14	72962787	72992038	-	mRNA32818	4	0.268556
scaffold_6	145405217	145407421	Hic_chr_14	72863902	72866094	-	mRNA32821	4	0.851717
scaffold_6	156089213	156089365	Hic_chr_14	60751134	60751286	-	mRNA32997	4	0.56044
scaffold_6	156380932	156471675	Hic_chr_14	60529089	60596420	-	mRNA33001	4	0.932034
scaffold_6	161816943	161822385	Hic_chr_14	42854652	42857272	-	mRNA33078	4	0.791692
scaffold_6	164616647	164653560	Hic_chr_14	36789207	36813706	-	mRNA33125	4	0.408685
scaffold_6	167025019	167119516	Hic_chr_14	36649250	36710905	-	mRNA33172	4	0.7507
#block end
#block begin
scaffold_6	110185865	110198560	Hic_chr_14	29405212	29414864	-	mRNA32107	5	0.457516
scaffold_6	111221108	111222646	Hic_chr_14	28385771	28387312	-	mRNA32129	5	0.980743
scaffold_6	111272174	111291223	Hic_chr_14	28298142	28311459	-	mRNA32132	5	0.825812
scaffold_6	111400547	111401597	Hic_chr_14	28244184	28245228	-	mRNA32135	5	0.977401
#block end
#block begin
scaffold_6	37580647	37640569	Hic_chr_14	81597740	81658151	+	mRNA30550	6	0.896733
scaffold_6	38538275	38550590	Hic_chr_14	83906215	83910160	+	mRNA30568	6	0.996255
scaffold_6	38567915	38575306	Hic_chr_14	83917582	83926572	+	mRNA30571	6	0.851145
scaffold_6	39466586	39487338	Hic_chr_14	83942111	83961896	+	mRNA30582	6	0.354368
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_7.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_7.fa -a ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_1.liftover.sam -as ./Udiv/Udiv.scaffold_7.cds.fa -ar ./Udiv/Udiv.scaffold_7.cds.ref.sam -s ./Lelegans/Lelegans_chrom_1.fa -n ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_1.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_7.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_7.fa -a ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_2.liftover.sam -as ./Udiv/Udiv.scaffold_7.cds.fa -ar ./Udiv/Udiv.scaffold_7.cds.ref.sam -s ./Lelegans/Lelegans_chrom_2.fa -n ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_2.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_7	76880119	76880559	Hic_chr_2	21433784	21434224	+	mRNA35142	1	0.232275
scaffold_7	88082321	88083521	Hic_chr_2	35847385	35848552	+	mRNA35361	1	0.94015
scaffold_7	96999518	96999787	Hic_chr_2	51189713	51190006	+	mRNA35577	1	0.354354
scaffold_7	97237728	97237918	Hic_chr_2	51410639	51410827	+	mRNA35585	1	0.858447
scaffold_7	97440392	97443393	Hic_chr_2	51568812	51571831	+	mRNA35596	1	0.826644
scaffold_7	98057859	98058034	Hic_chr_2	52092957	52093107	+	mRNA35619	1	0.36211
scaffold_7	98086403	98113994	Hic_chr_2	52112823	52166707	+	mRNA35621	1	0.181273
scaffold_7	122427031	122429460	Hic_chr_2	64339678	64341738	+	mRNA36112	1	0.721649
scaffold_7	153821116	153821960	Hic_chr_2	65391293	65392188	+	mRNA36764	1	0.958042
scaffold_7	153985810	153998434	Hic_chr_2	65513562	65524562	+	mRNA36769	1	0.9759
scaffold_7	154027262	154027456	Hic_chr_2	65545437	65545634	+	mRNA36771	1	0.726592
scaffold_7	157328235	157335954	Hic_chr_2	69086539	69092355	+	mRNA36832	1	0.917949
scaffold_7	167817096	167876440	Hic_chr_2	81335130	81399124	+	mRNA37084	1	0.655526
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_7.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_7.fa -a ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_3.liftover.sam -as ./Udiv/Udiv.scaffold_7.cds.fa -ar ./Udiv/Udiv.scaffold_7.cds.ref.sam -s ./Lelegans/Lelegans_chrom_3.fa -n ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_3.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_7.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_7.fa -a ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_4.liftover.sam -as ./Udiv/Udiv.scaffold_7.cds.fa -ar ./Udiv/Udiv.scaffold_7.cds.ref.sam -s ./Lelegans/Lelegans_chrom_4.fa -n ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_4.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_7	30536080	30538558	Hic_chr_4	10706200	10732801	+	mRNA34274	1	0.797203
scaffold_7	30774214	30826679	Hic_chr_4	37673969	37675355	+	mRNA34281	1	0.193752
scaffold_7	31293360	31294922	Hic_chr_4	38809900	38811464	+	mRNA34296	1	0.617718
scaffold_7	31312392	31347844	Hic_chr_4	38865885	38866323	+	mRNA34297	1	0.681159
scaffold_7	31493829	31494034	Hic_chr_4	38961974	38962183	+	mRNA34301	1	0.874459
scaffold_7	31669777	31825915	Hic_chr_4	39085664	39228469	+	mRNA34304	1	0.379888
scaffold_7	31879459	31879566	Hic_chr_4	39277549	39277656	+	mRNA34308	1	0.302521
scaffold_7	32167967	32169642	Hic_chr_4	40375662	40377331	+	mRNA34318	1	0.125751
scaffold_7	32180586	32180808	Hic_chr_4	40389343	40389562	+	mRNA34320	1	0.835249
scaffold_7	32859926	32961033	Hic_chr_4	44227899	44352146	+	mRNA34351	1	0.767382
scaffold_7	33007502	33018169	Hic_chr_4	44375069	44385662	+	mRNA34356	1	0.320465
#block end
#block begin
scaffold_7	39815495	39815655	Hic_chr_4	4299230	4299390	+	mRNA34457	2	0.800995
scaffold_7	43059860	43086652	Hic_chr_4	6913172	6913333	+	mRNA34514	2	0.27
scaffold_7	66152663	66265432	Hic_chr_4	8888369	8961820	+	mRNA34909	2	0.910881
scaffold_7	79644928	79678320	Hic_chr_4	10178970	10514440	+	mRNA35185	2	0.404421
scaffold_7	79685119	79696096	Hic_chr_4	10524332	10532351	+	mRNA35186	2	0.409944
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_7.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_7.fa -a ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_5.liftover.sam -as ./Udiv/Udiv.scaffold_7.cds.fa -ar ./Udiv/Udiv.scaffold_7.cds.ref.sam -s ./Lelegans/Lelegans_chrom_5.fa -n ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_5.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_7	32618253	32636627	Hic_chr_5	95429340	95429794	-	mRNA34335	1	0.993421
scaffold_7	56217209	56220201	Hic_chr_5	66918859	66921809	-	mRNA34729	1	0.446843
scaffold_7	84855593	85000189	Hic_chr_5	57378321	57454448	-	mRNA35298	1	0.893939
scaffold_7	117759907	117761063	Hic_chr_5	35904631	35905781	-	mRNA36038	1	0.90533
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_7.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_7.fa -a ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_6.liftover.sam -as ./Udiv/Udiv.scaffold_7.cds.fa -ar ./Udiv/Udiv.scaffold_7.cds.ref.sam -s ./Lelegans/Lelegans_chrom_6.fa -n ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_6.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#anchorwave proali -i ./Udiv/Udiv.scaffold_7.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_7.fa -a ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_7.liftover.sam -as ./Udiv/Udiv.scaffold_7.cds.fa -ar ./Udiv/Udiv.scaffold_7.cds.ref.sam -s ./Lelegans/Lelegans_chrom_7.fa -n ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_7.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_7	128009112	128010230	Hic_chr_7	915572	916690	+	mRNA36227	1	1
scaffold_7	128224239	128243533	Hic_chr_7	1081354	1108400	+	mRNA36233	1	0.801314
scaffold_7	128365296	128365565	Hic_chr_7	1139295	1139591	+	mRNA36236	1	0.637681
scaffold_7	128462927	128468487	Hic_chr_7	1189059	1196393	+	mRNA36238	1	0.679868
scaffold_7	139412992	139426960	Hic_chr_7	2930805	2942925	+	mRNA36435	1	0.666667
scaffold_7	146005096	146034693	Hic_chr_7	17494866	17512412	+	mRNA36574	1	0.750817
scaffold_7	146085735	146099492	Hic_chr_7	17527166	17534212	+	mRNA36578	1	0.637341
scaffold_7	146425303	146496161	Hic_chr_7	17933174	17980284	+	mRNA36586	1	0.915706
scaffold_7	146622276	146704663	Hic_chr_7	18068538	18124012	+	mRNA36595	1	0.924212
#block end
#block begin
scaffold_7	114788590	114819523	Hic_chr_7	38237890	38268231	-	mRNA35988	2	0.721271
scaffold_7	117136482	117145905	Hic_chr_7	36992445	36996882	-	mRNA36025	2	0.927579
scaffold_7	117188725	117241455	Hic_chr_7	36944049	36981670	-	mRNA36026	2	0.990513
scaffold_7	117264059	117269918	Hic_chr_7	36935280	36936056	-	mRNA36028	2	0.472362
scaffold_7	117554475	117572092	Hic_chr_7	36781581	36794200	-	mRNA36034	2	0.950172
scaffold_7	117697580	117753029	Hic_chr_7	36495555	36533676	-	mRNA36036	2	0.637472
#block end
#block begin
scaffold_7	151168380	151168587	Hic_chr_7	59168478	59168685	+	mRNA36693	3	0.560109
scaffold_7	151375917	151379153	Hic_chr_7	59276748	59278161	+	mRNA36698	3	0.749462
scaffold_7	151401225	151444824	Hic_chr_7	59286526	59321698	+	mRNA36699	3	0.994615
scaffold_7	151979733	151999641	Hic_chr_7	59668059	59682503	+	mRNA36712	3	0.463131
scaffold_7	152093802	152103003	Hic_chr_7	59725735	59728796	+	mRNA36715	3	0.913043
scaffold_7	152549532	152689157	Hic_chr_7	93362735	93479281	+	mRNA36724	3	0.40106
scaffold_7	152975042	153075089	Hic_chr_7	93753025	94059519	+	mRNA36734	3	0.444583
#block end
#block begin
scaffold_7	91278867	91386933	Hic_chr_7	19159321	19308201	+	mRNA35432	4	0.100532
scaffold_7	104910936	104925904	Hic_chr_7	19938763	19947010	+	mRNA35781	4	0.908333
scaffold_7	113268812	113284121	Hic_chr_7	23960545	23969854	+	mRNA35954	4	0.847725
scaffold_7	113310414	113455489	Hic_chr_7	23993262	24020766	+	mRNA35957	4	0.873897
#block end
#block begin
scaffold_7	83565785	83575925	Hic_chr_7	38823675	38825608	+	mRNA35274	5	0.734024
scaffold_7	83588029	83605098	Hic_chr_7	38831719	38841525	+	mRNA35276	5	0.877763
scaffold_7	83896431	84086746	Hic_chr_7	41887522	41990090	+	mRNA35282	5	0.944961
#block end
#block begin
scaffold_7	127569576	127633052	Hic_chr_7	759129	802400	-	mRNA36217	6	0.885364
scaffold_7	127659396	127737508	Hic_chr_7	706792	754435	-	mRNA36221	6	0.841026
scaffold_7	127907014	127907170	Hic_chr_7	611609	611757	-	mRNA36224	6	0.429907
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_7.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_7.fa -a ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_8.liftover.sam -as ./Udiv/Udiv.scaffold_7.cds.fa -ar ./Udiv/Udiv.scaffold_7.cds.ref.sam -s ./Lelegans/Lelegans_chrom_8.fa -n ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_8.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
#block begin
scaffold_7	74162125	74210708	Hic_chr_8	43704070	43732524	+	mRNA35105	1	0.725381
scaffold_7	78872382	78915023	Hic_chr_8	44991228	45008597	+	mRNA35164	1	0.88342
scaffold_7	168915128	168915425	Hic_chr_8	97795082	97795392	+	mRNA37096	1	0.659955
scaffold_7	169662259	169662660	Hic_chr_8	100682624	100683025	+	mRNA37130	1	0.938095
#block end
#anchorwave proali -i ./Udiv/Udiv.scaffold_7.augustus.hints.sorted.gff3 -r ./Udiv/Udiv.scaffold_7.fa -a ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_9.liftover.sam -as ./Udiv/Udiv.scaffold_7.cds.fa -ar ./Udiv/Udiv.scaffold_7.cds.ref.sam -s ./Lelegans/Lelegans_chrom_9.fa -n ./Udiv-Lelegans/Udiv.scaffold_7.cds.to.Lelegans.chrom_9.anchors -t 12 -R 1 -Q 1 -w 45000 -fa3 500000
refChr	referenceStart	referenceEnd	queryChr	queryStart	queryEnd	strand	gene	blockIndex	score
